HITId,AssignmentId,WorkerId,Input.ads_id,Input.atypical,Input.topic,Input.action_a,Input.action_b,Input.action_c,Input.action_d,Input.action_e,Input.action_correct,Answer.age.age_18,Answer.age.age_18_24,Answer.age.age_25_34,Answer.age.age_35_44,Answer.age.age_45_54,Answer.age.age_55_64,Answer.age.age_65,Answer.age.unknown,Answer.artistic_1.agree,Answer.artistic_1.disagree,Answer.artistic_1.neutral,Answer.artistic_2.agree,Answer.artistic_2.disagree,Answer.artistic_2.neutral,Answer.artistic_3.agree,Answer.artistic_3.disagree,Answer.artistic_3.neutral,Answer.atypicality_1.agree,Answer.atypicality_1.disagree,Answer.atypicality_1.neutral,Answer.atypicality_2.agree,Answer.atypicality_2.disagree,Answer.atypicality_2.neutral,Answer.atypicality_3.agree,Answer.atypicality_3.disagree,Answer.atypicality_3.neutral,Answer.effectiveness.a,Answer.effectiveness.b,Answer.effectiveness.c,Answer.effectiveness.d,Answer.effectiveness.e,Answer.overall.1,Answer.overall.2,Answer.overall.3,Answer.overall.4,Answer.overall.5,Answer.pc_1.agree,Answer.pc_1.disagree,Answer.pc_1.neutral,Answer.pc_2.agree,Answer.pc_2.disagree,Answer.pc_2.neutral,Answer.pc_3.agree,Answer.pc_3.disagree,Answer.pc_3.neutral,Answer.worker_feedbacks,Answer.worker_location_live,Input.topic_text,Input.super_topic,Answer.ethnicity.no,Answer.ethnicity.not_say,Answer.ethnicity.yes,Answer.gender.female,Answer.gender.male,Answer.gender.nb,Answer.gender.not_say,Answer.growing_up,Answer.race.american_indian,Answer.race.asian,Answer.race.black,Answer.race.hawaiian,Answer.race.not_say,Answer.race.other_race,Answer.race.white,unique_id,effectiveness_correct,value_pc_1,value_pc_2,value_pc_3,acc_raw_pc,acc_th0_pc,acc_th3_pc,acc_single_pc,acc_norm_raw_pc,acc_norm_th0_pc,acc_norm_th3_pc,value_atypicality_1,value_atypicality_2,value_atypicality_3,acc_raw_atypicality,acc_th0_atypicality,acc_th3_atypicality,acc_single_atypicality,acc_norm_raw_atypicality,acc_norm_th0_atypicality,acc_norm_th3_atypicality,value_artistic_1,value_artistic_2,value_artistic_3,acc_raw_artistic,acc_th0_artistic,acc_th3_artistic,acc_single_artistic,acc_norm_raw_artistic,acc_norm_th0_artistic,acc_norm_th3_artistic,value_effectiveness,value_overall,demo_location,demo_age,value_overall_norm
3DWNFENNFMB2C0SS3PRJ7477BS4J45,3YJ6NA41JVWRNDC5RBO9ZMEWVTTJPN,A3RVHUY67SVXQV,10/172774.png,,10,“I should recycle because garbage negatively affects wildlife,I should visit north carolina.,i should buy a swatch,I should buy this so I can drink carrot juice.,I should pay more attention to help end human trafficking because people are afraid to address it.,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1221,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,5,,-1,1
3DWNFENNFMB2C0SS3PRJ7477BS4J45,3Z4GS9HPNFQ9XC73UG5VWAI24SM778,A19Z68L0RHQVWL,10/172774.png,,10,“I should recycle because garbage negatively affects wildlife,I should visit north carolina.,i should buy a swatch,I should buy this so I can drink carrot juice.,I should pay more attention to help end human trafficking because people are afraid to address it.,d,False,False,False,True,False,False,False,,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,True,False,False,True,False,False,False,USA,False,False,False,False,False,False,True,1222,True,0,-1,0,-1,1,1,0,0,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,-1,0,1,0,1,1,1,0,1,0,d,3,,40,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,31T4R4OBOCWF9T2ZLXD6CWAG5H2C7N,A3I9XLIHPPWPN1,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1223,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,0,d,3,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,326O153BM2EAN0NN81MN2CKFFE9EDP,A3W0SCW5UYEB0F,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1224,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,5,,-1,1
3VADEH0UIVDH0WX1O3SL239PY7DSPL,33IZTU6J8LHPVPXM0W74L0RMY8BXS0,A1KTASRQIPL490,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,True,False,False,False,False,,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,True,False,True,False,False,False,,False,False,False,False,True,False,False,1225,False,0,-1,0,-1,1,1,0,0,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,0,1,0,1,1,1,1,0,1,0,b,2,,30,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3483FV8BEYZJ7BWS5UJ8U51Y1PI265,A2FP41BSPG0Y4A,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1226,True,0,0,-1,-1,1,1,0,0,1,0,1,1,1,3,1,1,1,1,1,0,0,-1,0,-1,1,1,0,0,1,0,d,2,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,352YTHGROFT97EVW5RT0KBNMWW84HE,A2R1GDWV4RLIUY,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1227,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,0,1,2,1,1,1,0,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,35USIKEBNBWFWXLLRDHSMT4WBE4N6Z,A1OZPLHNIU1519,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1228,True,1,1,1,3,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,36WLNQG78JQH83P3U5VH7MWFAGWBEM,A2XZLEY2RCF5VM,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1229,True,1,0,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,39DD6S19J9RDQ1SJ0JBKT43I5RQEZN,A21HRQPSI3REF9,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,True,False,False,False,False,False,,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,True,False,False,True,False,False,,False,False,False,False,True,False,False,1230,True,1,1,1,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,d,3,,24,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3AAJC4I4F08L1HEBEKMBQKGA85TZJA,A2COPP4Y0UYN0B,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1231,True,1,0,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,1,1,1,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3BV8HQ2ZZGH8CERWI9CN0NKWGJP6AA,A2VO8C41JJIQY9,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1232,True,0,-1,0,-1,1,1,0,0,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,-1,-1,0,-2,1,1,0,-1,1,0,d,2,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3DYGAII7P5O890GIM18IWNQIFD5QPP,A2BGAJTWL8F232,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1233,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,-1,-1,-1,1,1,1,0,1,0,d,2,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3G5W44VEURYGLKPO6DYY6S0HCX9KG1,ATR6RB1RULOC0,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1234,True,1,1,1,3,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,3,1,1,1,1,1,0,d,3,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3I02618YAKM01TNZ3ASN6ON7DWWPU5,A19Z68L0RHQVWL,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,True,False,False,True,False,False,False,USA,False,False,False,False,False,False,True,1235,True,1,0,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,0,d,3,,40,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3I3WADAZ9AK1VELJN9709CQ163V5OY,AZLZA0Q87TJZO,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1236,True,1,1,1,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,2,1,1,1,0,1,0,d,3,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3JCG6DTRVN6T9CHXMEN7WSGSE0SQQT,A2C9HJC2RDU10C,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1237,True,1,1,1,3,1,1,1,1,1,0,1,1,-1,1,1,0,1,0,0,0,1,0,1,2,1,0,1,1,1,0,d,1,,-1,-1
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3NVC2EB65AFABD2HFDS5W6QJ5JL3Y2,A34YDGVZKRJ0LZ,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,True,False,False,,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,True,False,False,True,False,False,False,USA,False,False,False,False,False,False,True,1238,True,1,1,1,3,1,1,1,1,1,0,0,1,-1,0,1,1,1,0,1,0,1,1,1,3,1,1,1,1,1,0,d,5,,50,1
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3O6CYIULEXHQL2K0FW6IYIV36T2WUA,ACI8PUCF5OPDC,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1239,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,5,,-1,1
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3PIWWX1FJ3MV1297WYJP2QSKM59JJV,ABO9F0JD9NN54,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1240,False,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,a,3,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3QAVNHZ3E6KQVZU35DIPP62T0UKLAT,A16184N1RO5OJV,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1241,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3SNVL38CIO83489J4R2FG1F2BN3CK2,A15X8ATAWSRXIF,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1242,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3TUI152ZZV35S8XG1ZXSVR8K6ZS1QN,A377LTGWJKY2IW,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1243,True,1,1,1,3,1,1,1,1,1,0,0,-1,-1,-2,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3U8YCDAGX9W5LJCY5GTSHMPA1G20QH,A41APS6V2Z1FJ,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1244,True,1,0,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,3,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3UOUJI6MTXU5A2PQP124019AE8JUX1,A3RVHUY67SVXQV,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1245,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,5,,-1,1
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3YT88D1N0SEFR8D0BYRENYB85JX3KK,A2RBF3IIJP15IH,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1246,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,d,4,,-1,0
3VADEH0UIVDH0WX1O3SL239PY7DSPL,3ZPBJO59K9HM7AEPY2UTNFHS490DHU,A1DMXEJGJY02E1,10/172861.png,,10,I should buy from sony,I should feel comforted,I shouldnt have a large dog.,I should use KKR instead of Blackstone,I should buy a JVC camera,d,False,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,,,"""Electronics (computers, laptops, tablets, cellphones, TVs, etc",electronics,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1247,True,1,0,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,0,d,5,,-1,1
3K1H3NEY84F5LULKOU79DV9XWDGDG8,308Q0PEVBSTA0FCSS47C1VZHDA4I9X,A41APS6V2Z1FJ,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,,,"""Alcohol""",drinks,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1248,True,0,0,1,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,4,,-1,0
3K1H3NEY84F5LULKOU79DV9XWDGDG8,32VNZTT0ARKMW89Z1W5UYFPSK31R4Q,A21HRQPSI3REF9,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,True,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,,"""Alcohol""",drinks,False,True,False,False,True,False,False,,False,False,False,False,True,False,False,1249,True,1,1,1,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,3,1,1,1,1,1,0,d,3,,24,0
3K1H3NEY84F5LULKOU79DV9XWDGDG8,3300DTYQTMX4C9RSDNS72BREV9SQET,A377LTGWJKY2IW,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Alcohol""",drinks,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1250,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,d,4,,-1,0
3K1H3NEY84F5LULKOU79DV9XWDGDG8,33JKGHPFYWAHL06DETO9BP1I5X6MN1,A2BGAJTWL8F232,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,False,False,False,False,False,False,,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,,,"""Alcohol""",drinks,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1251,False,1,-1,-1,-1,1,1,1,0,1,0,1,1,1,3,1,1,1,1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,e,1,,-1,-1
3K1H3NEY84F5LULKOU79DV9XWDGDG8,3483FV8BEYZJ7BWS5UJ8U51Y31D26Q,A1KTASRQIPL490,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,False,True,False,False,False,False,,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,,,"""Alcohol""",drinks,True,False,False,True,False,False,False,,False,False,True,False,False,False,False,1252,True,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,1,1,1,1,0,d,3,,30,0
3K1H3NEY84F5LULKOU79DV9XWDGDG8,34MAJL3QPO3UD6OXQ64YGHMC8QB43L,A1DMXEJGJY02E1,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,,"""Alcohol""",drinks,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1253,True,1,0,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,1,1,1,1,0,d,3,,-1,0
3K1H3NEY84F5LULKOU79DV9XWDGDG8,354P56DE94JVGARVIJ36R1EYTNN7SJ,A1OZPLHNIU1519,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,,"""Alcohol""",drinks,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1254,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,0,d,4,,-1,0
3K1H3NEY84F5LULKOU79DV9XWDGDG8,36V4Q8R5Z4G2OXJ5ULGQFJWN4LVMQA,A3I9XLIHPPWPN1,10/172871.png,,6,I should buy Christmas stuff from Lowe's.,I should use eurostar,I should wear Converse.,I should drink this vodka,I should use this quote.,d,False,False,False,False,False,False,False,,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,,,"""Alcohol""",drinks,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1255,True,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,3,1,1,1,1,1,0,d,4,,-1,0
